id	filename	md5	size	state
4c127973-5ca7-4ce0-8764-320a7eaac9d9	TARGET.AML.somaticsniper.4c127973-5ca7-4ce0-8764-320a7eaac9d9.protected.maf.gz	6537953e41b1729ed56b97d3f4e90c31	8995123	submitted
4dba46e1-80b2-4f4d-8e75-0013754f9d7c	TARGET.AML.mutect.4dba46e1-80b2-4f4d-8e75-0013754f9d7c.protected.maf.gz	90c3eb4dcbd3f131ce19eab66d4ebcf5	26738734	submitted
c519222e-6736-4f8c-ad8a-8991abf52ca1	TARGET.AML.varscan.c519222e-6736-4f8c-ad8a-8991abf52ca1.protected.maf.gz	f6d2ef4048ea120017d2e3f04ad5842b	1680499	submitted
e0270e3b-76dc-4596-9abe-347f72a36abc	TARGET.AML.muse.e0270e3b-76dc-4596-9abe-347f72a36abc.protected.maf.gz	86fc0d14921fbae58fe19e05c20cd6ce	2276014	submitted
549c023b-80df-4635-ac6e-3341841bf570	TARGET.NBL.mutect.549c023b-80df-4635-ac6e-3341841bf570.protected.maf.gz	5c85d99f472dbf3122eefc067b71a87f	244067878	submitted
e8137933-bfd7-4e09-b7a5-dcaa6c748fba	TARGET.NBL.muse.e8137933-bfd7-4e09-b7a5-dcaa6c748fba.protected.maf.gz	99f67da6028cf7891978e1b43828932e	9988175	submitted
3794991b-0335-402e-8070-99d853e924bc	TARGET.NBL.varscan.3794991b-0335-402e-8070-99d853e924bc.protected.maf.gz	6fc4c0b04bb529567e6928a10cada615	40860181	submitted
3af005fa-982d-4f9c-85b0-69a65d5f2133	TARGET.NBL.somaticsniper.3af005fa-982d-4f9c-85b0-69a65d5f2133.protected.maf.gz	57788a6ebe2525c783891540dde5ebac	42858237	submitted
d4452e71-f1a9-4306-987e-4788a0687639	TARGET.WT.somaticsniper.d4452e71-f1a9-4306-987e-4788a0687639.protected.maf.gz	a3e129c7890e40d4c16b62531e753309	16719111	submitted
826837e8-633f-4c08-b929-894e4e19f05a	TARGET.WT.muse.826837e8-633f-4c08-b929-894e4e19f05a.protected.maf.gz	078b1a7b2f10c0706530e4e6b5cbe83a	2591911	submitted
e9bd968f-6776-4448-a7f7-5034cf4c9fdb	TARGET.WT.varscan.e9bd968f-6776-4448-a7f7-5034cf4c9fdb.protected.maf.gz	0dee72697138ac0fbe32e497f9878afd	5433005	submitted
1e537d4e-75d6-4859-b693-b1d6ebaaaef0	TARGET.WT.mutect.1e537d4e-75d6-4859-b693-b1d6ebaaaef0.protected.maf.gz	2cdfdc47ef50331016a381e57ea9f8c8	46955250	submitted
43d3e5d4-a968-49e9-b7fd-ce7311ab1260	TCGA.ACC.mutect.43d3e5d4-a968-49e9-b7fd-ce7311ab1260.protected.maf.gz	19988364b3bd1085ec85423229d85e7d	68932400	submitted
3bcde267-d867-4300-8c20-970e69281b53	TCGA.ACC.muse.3bcde267-d867-4300-8c20-970e69281b53.protected.maf.gz	b7f03bab6c380f8fd79c0f3ca3dd13ff	6716215	submitted
177e9850-720e-4365-b918-ce45e9f1079a	TCGA.ACC.varscan.177e9850-720e-4365-b918-ce45e9f1079a.protected.maf.gz	fd291df8a6153bcb227c43fe060452fb	10160960	submitted
9cd137a5-f316-48f9-a1f8-37a1919bc1ae	TCGA.ACC.somaticsniper.9cd137a5-f316-48f9-a1f8-37a1919bc1ae.protected.maf.gz	7dfbe9dc285a44cf6707b8c109254682	38103347	submitted
946d2603-ef40-4c27-8a15-be05c32fc807	TCGA.BLCA.varscan.946d2603-ef40-4c27-8a15-be05c32fc807.protected.maf.gz	42c29fc530040d401e68e1d69fe7553c	78617963	submitted
ff0a45c6-2880-4169-9e99-6c2bd51851f4	TCGA.BLCA.somaticsniper.ff0a45c6-2880-4169-9e99-6c2bd51851f4.protected.maf.gz	c8535b54ac7ebf90e4b895f99455402b	96693647	submitted
ae282f4c-b028-42ec-9c2c-3869ab2de0a3	TCGA.BLCA.muse.ae282f4c-b028-42ec-9c2c-3869ab2de0a3.protected.maf.gz	a40a0743bb104db3bf92482899732bd7	65685518	submitted
f86811ec-c016-4ba0-a589-3debcaaa9824	TCGA.BLCA.mutect.f86811ec-c016-4ba0-a589-3debcaaa9824.protected.maf.gz	a5e9956527575f0008d6d0e8a3176f82	340419272	submitted
441d9d6f-67f0-4aad-84cb-f4a06335d1c8	TCGA.BRCA.mutect.441d9d6f-67f0-4aad-84cb-f4a06335d1c8.protected.maf.gz	25f629a92be69fbd3a962cd1e8f4a610	1500481279	submitted
e30f363e-16f2-4457-bf0e-ccde0b7f0145	TCGA.BRCA.somaticsniper.e30f363e-16f2-4457-bf0e-ccde0b7f0145.protected.maf.gz	15c5da5379adc4c968f7ebad9d92a22b	469136245	submitted
deef3c5b-0a7b-4983-8f4a-1d5d41067f86	TCGA.BRCA.varscan.deef3c5b-0a7b-4983-8f4a-1d5d41067f86.protected.maf.gz	302e87a346dd5566a497ef9ac2b892cd	224929707	submitted
7a07a833-4eab-44c9-bbf6-a64bd51c012e	TCGA.BRCA.muse.7a07a833-4eab-44c9-bbf6-a64bd51c012e.protected.maf.gz	cb04077bdc9b7cc8575918f0593a1dd6	108742463	submitted
455e26f7-03f2-46f7-9e7a-9c51ac322461	TCGA.CESC.muse.455e26f7-03f2-46f7-9e7a-9c51ac322461.protected.maf.gz	6bcaa987ab1b27f269ad55b87aa19f09	56739784	submitted
143322c0-40f0-403f-8629-1befc1e51ea7	TCGA.CESC.varscan.143322c0-40f0-403f-8629-1befc1e51ea7.protected.maf.gz	1f77232b65c7ec4453d35e36a58c798c	73308437	submitted
78b1c92e-3461-4a6d-90a3-bd0d199728c2	TCGA.CESC.somaticsniper.78b1c92e-3461-4a6d-90a3-bd0d199728c2.protected.maf.gz	28c9ccb8a1eb5a13db746bf29df69e8c	121905351	submitted
7e7a6476-9e58-4cc9-a808-178dd38d97d8	TCGA.CESC.mutect.7e7a6476-9e58-4cc9-a808-178dd38d97d8.protected.maf.gz	4e73c22b259d1d5525c0b1b2367b4c9c	374580691	submitted
80535201-ef51-42f5-af70-c91067155d7c	TCGA.CHOL.somaticsniper.80535201-ef51-42f5-af70-c91067155d7c.protected.maf.gz	028ac3406515b0f460257ba83010fa05	28508823	submitted
2177fad1-f4bd-4ef5-9971-42e32fcf310b	TCGA.CHOL.varscan.2177fad1-f4bd-4ef5-9971-42e32fcf310b.protected.maf.gz	40cc70ffbdf112a1f8148ee279dcf4a7	6788251	submitted
33fd09ca-2951-483f-b044-e542586067a8	TCGA.CHOL.mutect.33fd09ca-2951-483f-b044-e542586067a8.protected.maf.gz	caa65bcef062a464e0b98a8200b9b5a7	63246518	submitted
cca6619a-84d4-47db-953e-7e077530186d	TCGA.CHOL.muse.cca6619a-84d4-47db-953e-7e077530186d.protected.maf.gz	1a4ae4edc72dd9980e185bc924ad1950	4750129	submitted
66da759a-5710-4640-8e11-4f587ad3a5eb	TCGA.COAD.somaticsniper.66da759a-5710-4640-8e11-4f587ad3a5eb.protected.maf.gz	96b583cb4ab31bfd4c8661dedd14e915	1055895077	submitted
c16589ee-14b5-4769-8916-ed3db0760917	TCGA.COAD.varscan.c16589ee-14b5-4769-8916-ed3db0760917.protected.maf.gz	00d605f1fe89d90e0aa6f3b290ca07b3	208623249	submitted
6f762b4a-5249-4ac7-9dfe-420b33cd47af	TCGA.COAD.mutect.6f762b4a-5249-4ac7-9dfe-420b33cd47af.protected.maf.gz	1f0ad141e79e953d68fc86eae5850bb4	1488817810	submitted
6a5787bf-f36b-4cd0-b87d-5de5ee7df9cd	TCGA.COAD.muse.6a5787bf-f36b-4cd0-b87d-5de5ee7df9cd.protected.maf.gz	c7bed46c6a66cd74b241f671bb5f962d	162322922	submitted
8b2b3370-cd66-44b3-85dd-1361169d28b0	TCGA.DLBC.varscan.8b2b3370-cd66-44b3-85dd-1361169d28b0.protected.maf.gz	e917a86768cca9ee000008b05dc4e093	75275344	submitted
40903362-3e4a-45e9-8c1c-9fbc9c23f840	TCGA.DLBC.muse.40903362-3e4a-45e9-8c1c-9fbc9c23f840.protected.maf.gz	7a210af6cc4d9ef0d69ed6c5a37607d4	63395496	submitted
f2386ce7-62fb-45ae-83ff-15099b557ad6	TCGA.DLBC.mutect.f2386ce7-62fb-45ae-83ff-15099b557ad6.protected.maf.gz	5c4699e7936929760441feccb01ef58a	138520727	submitted
e8e2faf3-5ea8-420d-ac8a-3a2ef08e3c5a	TCGA.DLBC.somaticsniper.e8e2faf3-5ea8-420d-ac8a-3a2ef08e3c5a.protected.maf.gz	9892e7f11d665980b03474cd42790910	89401920	submitted
fb7f2ea5-01c9-4311-b588-30e838e5ad6c	TCGA.ESCA.mutect.fb7f2ea5-01c9-4311-b588-30e838e5ad6c.protected.maf.gz	698746cdcc869a1bdf0c8a464c4fe71c	186926621	submitted
54c75237-5b75-4312-8b16-ebda1468835c	TCGA.ESCA.varscan.54c75237-5b75-4312-8b16-ebda1468835c.protected.maf.gz	f2b03655777cb3119401ed1657988a68	33179885	submitted
0cac58bb-e5d2-4b2b-bd82-82e11f9a4f38	TCGA.ESCA.muse.0cac58bb-e5d2-4b2b-bd82-82e11f9a4f38.protected.maf.gz	a3045d773a580c6daf388b70c6ebbb08	24476406	submitted
a7a7a0d3-72a5-42a1-91d6-b4cce340e7a0	TCGA.ESCA.somaticsniper.a7a7a0d3-72a5-42a1-91d6-b4cce340e7a0.protected.maf.gz	90e5d35980ece2f6ee1c13c8aa9af969	62707475	submitted
