id	filename	md5	size	state
abbe72a5-cb39-48e4-8df5-5fd2349f2bb2	TCGA.ACC.mutect.abbe72a5-cb39-48e4-8df5-5fd2349f2bb2.somatic.maf.gz	486a00a4b10525132ac193484c8186a5	1589730	submitted
cb97ef6e-7a13-4d42-81b4-1510c00d6373	TCGA.BLCA.mutect.cb97ef6e-7a13-4d42-81b4-1510c00d6373.somatic.maf.gz	41451d9481fef31d64beb3eba3db437c	23021539	submitted
91ae5ca9-55c2-4c9c-929e-8638444dc7b5	TCGA.BRCA.mutect.91ae5ca9-55c2-4c9c-929e-8638444dc7b5.somatic.maf.gz	ca2227ddcce417ed650543e2b59c1b82	24986527	submitted
fedc0e90-5070-41e4-993d-603b92f4ecfd	TCGA.CESC.mutect.fedc0e90-5070-41e4-993d-603b92f4ecfd.somatic.maf.gz	357a4b29a87194472188df20fe596ff3	13828302	submitted
f33fd38b-287c-4978-a1bb-a95bbfd4351a	TCGA.CHOL.mutect.f33fd38b-287c-4978-a1bb-a95bbfd4351a.somatic.maf.gz	8f6c3a536b6b594d67b2ddb96b224df6	762251	submitted
bf1c53dc-79bb-43ae-88e4-23758853e5c6	TCGA.COAD.mutect.bf1c53dc-79bb-43ae-88e4-23758853e5c6.somatic.maf.gz	a2b6c10b8fa740779d977345e557ba74	39374959	submitted
4835f959-6ab4-4ee8-901f-c92aaad4592d	TCGA.DLBC.mutect.4835f959-6ab4-4ee8-901f-c92aaad4592d.somatic.maf.gz	1c6cc88ce03c439402a37075b447b24a	1300071	submitted
150c6a9f-71cd-4710-9617-cd150498202e	TCGA.ESCA.mutect.150c6a9f-71cd-4710-9617-cd150498202e.somatic.maf.gz	6f266bcaec4cd87f40ff021984e5f957	5800576	submitted
4b176a7b-a5c3-457e-af95-992018b6f3d7	TCGA.GBM.mutect.4b176a7b-a5c3-457e-af95-992018b6f3d7.somatic.maf.gz	7ee0e2bfc1a74574a997f253550fd5ed	38595169	submitted
64683606-b957-4478-a7d5-673de68b0341	TCGA.HNSC.mutect.64683606-b957-4478-a7d5-673de68b0341.somatic.maf.gz	a9c2cae6ad4bb4b643d469a1ed730093	17718800	submitted
