id	filename	md5	size	case.submitter_id	aliquot.submitter_id	project_id
855866c7-7c63-404c-82f8-156d8f2afe30	ResultCount_MERGING_1_NIC1254A13.hg19_rCRSchrm.fa.realign.mdups.recal.bam	6659025c17c5d731c20ad73656b4145a	122917323775	TCGA-34-2600	TCGA-34-2600-01A-01D-1871-05	TCGA-LUSC
0fcb8589-ae99-4d03-af0d-c453002a5507	ResultCount_MERGING_1_NIC1254A67.hg19_rCRSchrm.fa.realign.mdups.recal.MERGED.ID.vcf	f8be8758ad45b31cff2869dda91cfa31	10425555818	TCGA-21-1078	TCGA-21-1078-01A-01D-2365-05	TCGA-LUSC
1ea12756-22ee-45a6-8a8f-0f11ac54994a	TCGA-60-2722-01A-01D-1871-05_720f6804-059c-4516-a77d-74e8a01c739b_Lung_tumor.bam	94ae5d6adb5fa953875f36e82707ce99	83720956987	TCGA-60-2722	TCGA-60-2722-01A-01D-1871-05	TCGA-LUSC
d546aec1-d546-4558-90e3-797f5d5a42bf	TCGA-60-2722-11A-01D-1871-05_ea6ea99f-250a-4d6b-8335-6c9a37bd7a6e_Lung_normal.bam	d07c5d625e58f359d6f3c8da820f7a3b	66900903562	TCGA-60-2722	TCGA-60-2722-11A-01D-1871-05	TCGA-LUSC
acfc65a0-5160-4876-91e7-b0c3d6747e4a	TCGA-60-2722-01A-01D-1871-05_720f6804-059c-4516-a77d-74e8a01c739b_Lung_tumor.realign.mdups.recal.bam	c4a91325d844d82df5d943006b79f617	118220559476	TCGA-60-2722	TCGA-60-2722-01A-01D-1871-05	TCGA-LUSC
4e8e1da5-3654-4f99-ab5b-a57c5553350c	ResultCount_MERGING_1_NIC1254A12.hg19_rCRSchrm.fa.realign.mdups.recal.cpg.filtered.sort.CG.6plus2.fixed.bed	894ec51044d662af29a35acaf058bf8a	1108434855	TCGA-60-2722	TCGA-60-2722-11A-01D-1871-05	TCGA-LUSC
6d8d77c7-db57-4332-9ea2-47ad6f846349	TCGA-60-2695-01A-01D-1871-05_7bbb35ee-0136-46b6-bfae-3c5c2b7566df.bam	2c7428bbcfd3825cdb48cfc242deaf6f	82775877099	TCGA-60-2695	TCGA-60-2695-01A-01D-1871-05	TCGA-LUSC
a3c1dc6d-b29f-4274-a2b0-2bf08e15bb6e	ResultCount_MERGING_1_NIC1254A12.hg19_rCRSchrm.fa.realign.mdups.recal.MERGED.ID.vcf	32ca383525691a467b83bcbbe41366fe	10761467728	TCGA-60-2722	TCGA-60-2722-11A-01D-1871-05	TCGA-LUSC
7081a4cc-c122-4dd2-8160-ac459600d5f1	TCGA-60-2722-01A-01D-1871-05_720f6804-059c-4516-a77d-74e8a01c739b_Lung_tumor.realign.mdups.recal.cpg.filtered.sort.CG.6plus2.fixed.bed	fe8d46083d2f924687df825de6ab2f2e	1096943614	TCGA-60-2722	TCGA-60-2722-01A-01D-1871-05	TCGA-LUSC
ea97aa83-ef11-4982-b3e8-93eb95927be3	ResultCount_MERGING_1_NIC1254A13.hg19_rCRSchrm.fa.realign.mdups.recal.cpg.filtered.sort.CG.6plus2.fixed.bed	82783068ef4158a3d4c51ae9c5cf320b	1080029136	TCGA-34-2600	TCGA-34-2600-01A-01D-1871-05	TCGA-LUSC
ff2f332a-35a3-47e1-ae42-106cb78d42bc	TCGA-34-2600-01A-01D-1871-05_66724ea6-0764-4a31-a53e-be76b88f8614.bam	f3782a1d6037e6e8818b4d175fc1eed4	82347661044	TCGA-34-2600	TCGA-34-2600-01A-01D-1871-05	TCGA-LUSC
5eeb9d83-eb71-4a47-8413-806a681d0b8e	ResultCount_MERGING_1_NIC1254A12.hg19_rCRSchrm.fa.realign.mdups.recal.bam	ae1142258b21fbcfae88aea34b54a1d8	136250877178	TCGA-60-2722	TCGA-60-2722-11A-01D-1871-05	TCGA-LUSC
70fd797a-b7f8-4f5a-aa63-dbe89602e5d0	ResultCount_MERGING_1_NIC1254A14.hg19_rCRSchrm.fa.realign.mdups.recal.cpg.filtered.sort.CG.6plus2.fixed.bed	2ac21db21c0679e3199081a2c762c89a	1087921437	TCGA-60-2695	TCGA-60-2695-01A-01D-1871-05	TCGA-LUSC
fe14d3e7-33d0-40da-b0df-3416384024c5	ResultCount_MERGING_1_NIC1254A67.hg19_rCRSchrm.fa.realign.mdups.recal.cpg.filtered.sort.CG.6plus2.fixed.bed	068c9b57d3a55f9c142a00377424bc69	1082747995	TCGA-21-1078	TCGA-21-1078-01A-01D-2365-05	TCGA-LUSC
2f614a63-b0cc-421b-b217-c8ba21db3e98	ResultCount_MERGING_1_NIC1254A14.hg19_rCRSchrm.fa.realign.mdups.recal.MERGED.ID.vcf	aa73a9348c73efd1955c22557cdcec1f	10615650266	TCGA-60-2695	TCGA-60-2695-01A-01D-1871-05	TCGA-LUSC
7e16acc0-f6e7-4dd6-a1c1-0291cbe10b1a	ResultCount_MERGING_1_NIC1254A14.hg19_rCRSchrm.fa.realign.mdups.recal.bam	2e283738197cb6676e70eaaf12246031	122665348733	TCGA-60-2695	TCGA-60-2695-01A-01D-1871-05	TCGA-LUSC
3f63a045-32e1-43c3-857e-567fbcaeec25	TCGA-60-2722-01A-01D-1871-05_720f6804-059c-4516-a77d-74e8a01c739b_Lung_tumor.realign.mdups.recal.MERGED.ID.vcf	586114e8d107c7be2d674fb2169a4aa6	10468564162	TCGA-60-2722	TCGA-60-2722-01A-01D-1871-05	TCGA-LUSC
a7e34a3b-d2b4-41a2-936e-278d1a96a7d5	ResultCount_MERGING_1_NIC1254A67.hg19_rCRSchrm.fa.realign.mdups.recal.bam	4305c83593df01d54b2d0dc45b0066e9	70662357850	TCGA-21-1078	TCGA-21-1078-01A-01D-2365-05	TCGA-LUSC
19091de7-f54c-4236-9cb0-b589a444de0d	ResultCount_MERGING_1_NIC1254A13.hg19_rCRSchrm.fa.realign.mdups.recal.MERGED.ID.vcf	66164bae001c7f313354beed103e0832	10600157054	TCGA-34-2600	TCGA-34-2600-01A-01D-1871-05	TCGA-LUSC
3b859f89-7f53-4b6a-b98c-0600181628cf	TCGA-60-2722-11A-01D-1871-05_ea6ea99f-250a-4d6b-8335-6c9a37bd7a6e_Lung_normal.realign.mdups.recal.bam	bea95bedf742fdf5c947816b75b1b3e7	97573292100	TCGA-60-2722	TCGA-60-2722-11A-01D-1871-05	TCGA-LUSC
